Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total N, 1985 (lb.)","Total N, 2007 (lb.)","Total N, 2009 (lb.)","Total N, 2010 (lb.)","Total N, 2011 (lb.)","Total N, 2012 (lb.)","Total N, 2013 (lb.)","Total N, 2014 (lb.)","Total N, 2015 (lb.)","Total N, 2016 (lb)","Total N Target, 2017 (lb.)",Total N Target 2025 (lb.)
A24019EL0_4593_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,2733.9620822000002,6671.1508789999998,3966.5231171999999,4552.4559781999997,4405.6610561999996,4417.5970912000002,3535.7588221000001,2888.6599451000002,3165.9768400192261,4110.9531583786011,3619.5783166199999,3388.2817829000001
A24019EL0_4598_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1401.6714334000001,1129.4017784,1016.8364688,1002.4664368,984.97801578999997,980.25900345000002,877.72172791000003,794.36748236000005,750.58044901490223,758.66272000968445,859.918345026,755.30626251000001
A24019EL0_4598_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,11314.645383999999,10110.093140000001,10062.278442999999,10178.108459999999,10184.395874,10191.604797,10179.967041,9751.5503162000005,10254.180114746094,9957.6008300781232,10139.8730734,10191.602827000001
A24019EL0_4598_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,8033.6489259999998,5134.5517579999996,5134.5517579999996,5134.5517579999996,5134.5517579999996,5134.5517579999996,5134.5517579999996,5134.5517579999996,5134.5517578124991,5134.5517578124991,5134.5517579999996,5134.5517579999996
A24019EL0_4598_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,14.27709961,14.19946957,14.19929028,14.19946957,13.469880099999999,0,99.440017699999999,99.307861328124986,101.51020050048828,10.615587447399999,8.226332699
A24019EL0_4598_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,58.947425418000002,45.702440619999997,44.247159656999997,44.224657772999997,44.127424482000002,44.428313138,183.0576763,87.406386612999995,59.403137803077698,57.199180006980896,37.235476378800001,32.561020859999999
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,1352.6194855000001,1089.0287350000001,977.99236199999996,966.37112428,952.06305119000001,944.73754686999996,845.98862348,765.84193854,723.30039715766895,733.04797698557377,828.269292834,728.45391339000003
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,2459.0120237000001,2195.9373553999999,2186.5813066000001,2212.6801449999998,2214.7752839,2216.3106385000001,2132.9574886,2036.7977578,2143.6744537353516,2084.8711547851567,2203.4340549999997,2214.6692205999998
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,3433.264893,2194.304932,2194.304932,2194.304932,2194.304932,2194.304932,2194.304932,2194.304932,2194.3049316406245,2194.3049316406245,2194.3049350000001,2194.3049369999999
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,3165.4089359999998,3154.951904,3155.1130370000001,3075.8720699999999,2791.8378910000001,1155.6839600000001,2464.1259770000001,2512.464111328125,2504.884033203125,2358.6567967999999,1827.793392
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1414.8631141000001,1170.7260825999999,1141.1420507,1103.0176005999999,1098.6572658,1113.1382622000001,1680.7092133000001,1691.1730500000001,1656.2974395751953,1611.1602096557619,917.19580254200002,767.89830376999998
A24019EL0_4892_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,356631.59594999999,287363.27867000003,258217.49079000001,254661.16115999999,251873.04146000001,249050.50870000001,223087.33332999999,201997.88221000001,190823.47783279422,193139.52155685425,218186.58774000002,191499.31904
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,54813.772951999999,48205.093260000001,47995.482665000003,48560.936034999999,48585.679194999997,48565.266116999999,49317.535645000004,48199.51096,50649.331787109375,49223.076049804688,48362.691817400002,48607.497919000001
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,42596.511720000002,27224.740229999999,27224.740229999999,27224.740229999999,27224.740229999999,27224.740229999999,27224.740229999999,27224.740229999999,27224.740234375004,27224.740234375004,27224.740032000002,27224.7399
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,3810.9121089999999,3773.4030760000001,3890.9121089999999,3962.3259280000002,4002.655029,3823.014893,4573.0307620000003,3686.5429690000001,3616.8400878906245,3599.7380371093755,2933.5024097999999,2295.2292769999999
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,10791.530502,11225.510254000001,10941.143394999999,11160.982085,12056.434669,12259.227112,10916.991715,10964.688011,11302.451728820801,11176.482551574705,9150.1078903599991,7956.0842205999998
A24019EL0_5151_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,16391.83008,16397.91992,16653.960940000001,16653.960940000001,16653.960940000001,16653.960940000001,6937.4838870000003,668.03552249999996,668.0355224609375,668.0355224609375,9832.0863301600002,5284.1699236000004
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,842.72945876999995,680.05821791999995,611.47249120000004,602.00752772999999,594.61629405999997,591.58716631000004,528.55209758000001,477.61777017999998,450.95890523493279,455.83512532711029,515.95412226999997,452.27520965000002
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1239.3267060000001,1105.7704091000001,1100.7015723,1113.6008836999999,1114.4185024000001,1115.2404862999999,1125.9749982000001,1085.3237647000001,1140.9983444213869,1108.054256439209,1109.18748744,1114.8447642000001
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,3044.2299800000001,1945.6610109999999,1945.6610109999999,1945.6610109999999,1945.6610109999999,1945.6610109999999,1945.6610109999999,1945.6610109999999,1945.6610107421875,1945.6610107421875,1945.6609942,1945.660983
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,49.969860079999997,49.698120119999999,49.698360440000002,48.704170230000003,45.19145966,6.749392033,0,0,0,37.154547774000001,28.792166210000001
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,241.94220730000001,208.28993989,202.77697759,197.23802185,196.45175173999999,198.86347203,158.56769180000001,122.53483962999999,122.27124404907229,121.77387237548828,164.28778633600001,138.62832549999999
A24019EL0_5262_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,164124.65140999999,132248.44647,118833.22822999999,117199.04242,115399.50851,114615.21821000001,102666.85579,92961.851173000003,87817.969762802109,88883.473997116089,100412.8936424,88132.670584000007
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,69221.128903000004,61175.52246,60906.656985000001,61360.423584999997,61370.392335999997,61422.211179999998,61929.837893999997,59624.850345999999,62697.180664062493,60929.427856445313,61364.931975600004,61670.448636000001
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,47365.488279999998,30272.740229999999,30272.740229999999,30272.740229999999,30272.740229999999,30272.740229999999,30272.740229999999,30272.740229999999,30272.740234375,30272.740234375,30272.740092,30272.74
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,4495.4160160000001,4653.3129879999997,4752.7138670000004,4777.2680659999996,4822.1010740000002,4583.2270509999998,4922.1611329999996,6742.8608400000003,6701.787109375,6712.30712890625,3574.0226828000004,2788.22856
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,15168.215699,15116.651062000001,14737.244873,17046.536071999999,18000.001586999999,21057.591919999999,19859.353638000001,19907.004637999999,19642.067626953125,19095.035644531246,13545.9805142,12751.804275
A24019EL0_5280_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,9465.9873050000006,12365.881348000001,12365.881348000001,12365.881348000001,2899.8940429999998,2899.8940429999998,120.759201,120.759201,120.75920104980467,120.75920104980467,5501.4824572000007,925.21653000000003
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,2940.5235154000002,2370.5299355000002,2130.0060741000002,2097.6282277999999,2066.3990386999999,2053.5507978000001,1841.0106143,1664.5740625999999,1574.0238893330099,1593.2354606986048,1797.3097615800002,1575.5122199
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,23810.481933999999,21268.699344000001,21168.314694000001,21412.080931,21424.335812000001,21439.619995000001,21429.764769000001,20521.030934999999,21572.613403320313,20948.255249023438,21331.550776800002,21440.374832000001
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,38440.28125,24568.369139999999,24568.369139999999,24568.369139999999,24568.369139999999,24568.369139999999,24568.369139999999,24568.369139999999,24568.369140625,24568.369140625,24568.368869999998,24568.368689999999
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,542.05401610000001,555.19897460000004,563.30548099999999,567.07061769999996,540.76397710000003,150.3701935,350.67959589999998,337.56439208984375,334.15631103515625,417.86633660000007,326.31124460000001
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,485.99785236999998,429.60750200000001,417.41951746000001,410.25621039999999,411.71560670000002,417.78680420000001,634.02639769999996,434.7453003,434.00009155273437,432.76759338378906,342.68642046399998,292.8643558
A24019EL0_5281_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,991.65855047000002,798.99225402000002,716.14453595999998,708.02975905999995,698.62262580000004,692.91910309000002,621.13669133999997,562.04773263000004,529.81116716563713,536.42025896161806,605.555700774,531.82981065000001
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5023.0267944999996,4473.8555144000002,4453.1010437000004,4504.6360164999996,4509.4090579000003,4510.9187014999998,4462.8658757000003,4319.3031193999996,4540.7343444824228,4409.4209594726562,4487.4302605400007,4510.3164051000003
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,5093.1689450000003,3255.2009280000002,3255.2009280000002,3255.2009280000002,3255.2009280000002,3255.2009280000002,3255.2009280000002,3255.2009280000002,3255.200927734375,3255.200927734375,3255.2009166000003,3255.2009090000001
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,608.75787349999996,630.04797359999998,642.43798830000003,633.89562990000002,606.97747800000002,332.82940669999999,850.59582520000004,825.4735107421875,823.07562255859375,475.30247022000003,372.13880130000001
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,354.43625644000002,380.02078433999998,370.84369846999999,356.69755176000001,355.72032541999999,359.94644928000002,637.12441260000003,364.6020431,363.5788955688476,361.18593978881842,295.15017072799998,244.6878189
A24019EL0_5282_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,908.71087651000005,732.38418567999997,660.90449935000004,648.44918833999998,637.83639234999998,634.35892713999999,568.61599973,515.21129523000002,486.48818429559481,493.10648644715553,556.09601679399998,486.22369508999998
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,7409.2102052,6619.1175845999996,6587.9685669,6663.8247377999996,6667.9099727000003,6672.8603519999997,6565.8511356999998,6380.6870994000001,6707.6753540039053,6513.5731201171875,6638.7705623400007,6672.6385593000005
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,2175.3710940000001,1390.345947,1390.345947,1390.345947,1390.345947,1390.345947,1390.345947,1390.345947,1390.3459472656252,1390.3459472656252,1390.345959,1390.345967
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,1973.4720460000001,1976.5620120000001,1974.973999,1953.526001,1804.871948,965.34582520000004,1738.6610109999999,1731.3430175781252,1724.0660400390625,1482.491745,1153.1115669999999
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,735.15152736000005,593.65664285000003,575.99151229999995,570.06140140000002,568.02151490000006,573.15130620000002,1189.4239196000001,614.77790830000004,613.95968627929687,613.00619506835938,477.92915131999996,412.55424399999998
A24019EL0_5283_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,3430.6350800999999,2765.1776755000001,2483.8321021000002,2450.5555183000001,2422.4947975,2397.3092479000002,2147.6438699999999,1943.7859997999999,1834.8343118727203,1857.8115891516204,2099.4482051200002,1843.1922738000001
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,9578.5406490000005,8517.4257816999998,8477.9102481999998,8576.3347475999999,8588.1545411000006,8588.4393923999996,8352.7418823999997,8207.0357210000002,8627.859375,8378.5291748046875,8543.272708479999,8586.8476819999996
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,6458.048828,4127.5380859999996,4127.5380859999996,4127.5380859999996,4127.5380859999996,4127.5380859999996,4127.5380859999996,4127.5380859999996,4127.5380859375,4127.5380859375,4127.5380709999999,4127.5380610000002
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,2754.3979490000002,2760.1210940000001,2696.1049800000001,2651.6540530000002,2413.3859859999998,1263.8979489999999,2106.6960450000001,2156.924072265625,2148.552001953125,2068.2765542000002,1607.046861
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1115.3974456999999,1131.4226133,1100.6535196,1074.4727173000001,1072.2761840999999,1082.8761597,2352.5833130999999,1218.0749512,1215.565673828125,1210.7655029296875,895.87836958000003,759.36160289999998
A24019EL0_5284_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,3944.501953,3952.7041020000001,3952.7041020000001,3952.7041020000001,3952.7041020000001,38.076408389999997,38.076408389999997,38.076408386230469,38.076408386230469,1603.9087221119999,38.045135520000002
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,103.27881812,83.333560726000002,75.017782885000003,74.157609582000006,73.388291480999996,72.741458717,65.231246608000006,59.388519768999998,54.614809145219617,56.937779134139404,63.255621314800003,55.414180268000003
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,1168.9429319000001,1042.3913460000001,1037.5156403000001,1049.4885482,1050.5271531000001,1050.9155350000001,1016.8866653,994.88715549999995,1044.5394821166992,1014.3199729919437,1045.5160395800001,1050.8496391000001
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1860.901001,1189.359009,1189.359009,1189.359009,1189.359009,1189.359009,1189.359009,1189.359009,1189.3590087890625,1189.3590087890625,1189.3590125999999,1189.359015
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,401.18661500000002,393.32519530000002,390.48529050000002,356.46420289999998,333.4646912,119.0179977,458.657196,447.21340942382818,445.85708618164062,293.06458653999999,226.22418070000001
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,124.27132797,97.602020269999997,94.923767089999998,92.76441955,92.475288390000003,93.483119970000004,271.50036863000003,150.78361892000001,163.400634765625,162.01594066619873,77.401969801999996,65.72077161
A24019EL0_5285_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,14.157279969999999,24.360120770000002,24.360120770000002,24.360120770000002,24.360120770000002,13.716279979999999,13.716279979999999,13.71627998352051,13.71627998352051,24.34811762,24.340115520000001
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,11931.309375000001,9612.8801036999994,8637.6618087000006,8517.5703517999991,8390.1535215999993,8333.2904166000008,7464.5392161,6757.9243349999997,6384.1325653791428,6461.6097052097302,7297.1553554400007,6403.4843866000001
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,17783.494994000001,15786.569030000001,15715.077945999999,15899.850096,15912.420839,15923.771790999999,15536.421994,15177.650419,15927.829345703123,15478.384338378906,15836.217324399999,15916.976909999999
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,6088.4609380000002,3891.3220209999999,3891.3220209999999,3891.3220209999999,3891.3220209999999,3891.3220209999999,3891.3220209999999,3891.3220209999999,3891.322021484375,3891.322021484375,3891.3220443999999,3891.32206
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,2944.0349120000001,2934.7561040000001,2910.4528810000002,2858.5410160000001,2655.5600589999999,1624.9060059999999,2468.3059079999998,2515.846923828125,2510.4650878906245,2196.3771506000003,1704.124515
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3725.9145222000002,3645.6930068000001,3552.3525611,3442.8120250000002,3429.3957263000002,3472.9998569999998,5845.4310127999997,4210.1287639000002,4468.9950494766244,4326.0446882247934,2866.4367224600001,2409.1594967000001
A24019EL0_5590_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,3989.844971,4020.5200199999999,4026.0939939999998,4026.0939939999998,4026.0939939999998,80.950218199999995,80.950218199999995,80.950218200683594,80.950218200683594,1666.4602431402,97.087058567
A24019EL0_5766_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24019EL0_5766_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,204.161766,182.4534664,181.59005735,183.67574500000001,183.78172491000001,183.91629503999999,184.13087557,175.94516365000001,184.96050453186032,179.60282564163202,182.99032990399999,183.92384494000001
A24019EL0_5766_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,671.09857179999995,428.91979980000002,428.91979980000002,428.91979980000002,428.91979980000002,428.91979980000002,428.91979980000002,428.91979980000002,428.9197998046875,428.9197998046875,428.91979812,428.91979700000002
A24019EL0_5766_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24019EL0_5890_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,190.30490684,170.07062626000001,169.26590157999999,171.20967669999999,171.42947669,171.43390746,171.63505739999999,164.00315651,172.41260433197021,167.40972566604611,170.57116201599999,171.44133564000001
A24019EL0_5890_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1381.090942,882.69738770000004,882.69738770000004,882.69738770000004,882.69738770000004,882.69738770000004,882.69738770000004,882.69738770000004,882.6973876953125,882.6973876953125,882.69738848000009,882.69738900000004
A24019EL0_5890_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,54261.540938999999,43723.507365999998,39288.380937000002,38747.479161000003,38248.186605000003,37893.907455,33943.823257999997,30735.145418,29033.547060012817,29386.295749187469,37783.885170000001,36780.887992000004
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,5726.2310794000005,4979.7842409000004,4960.2619932999996,5014.2611393999996,5024.2113649000003,5020.8177486000004,5278.9431759999998,5206.7600706000003,5469.2443542480478,5317.0606384277335,5026.8141141999995,5071.1821947999997
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,22.435209270000001,14.33903027,14.33903027,14.33903027,14.33903027,14.33903027,14.33903027,14.33903027,14.339030265808102,14.339030265808102,14.33903027,14.33903027
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,856.96948239999995,861.85852050000005,866.69067380000001,871.52148439999996,831.16412349999996,1118.626953,924.81457520000004,901.81042480468761,905.36871337890625,701.66601293999997,594.8710079
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,2900.6644326999999,2869.5618324000002,2798.3798062999999,2842.5152893999998,2856.1188811000002,2939.7302091000001,2033.811768,2043.3269654000001,2106.240364074707,2083.7383003234863,2505.8554870399998,2310.8392742000001
A24019EL1_5150_0001,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,14886.435253,11995.371584,11451.320465999999,11294.872255,11136.628155,11111.677506,9998.7431025999995,9128.1011233000008,8634.458721280098,8737.1651327610016,9719.8795157999994,8565.5855489999994
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,514.81238551000001,417.06090545000001,416.41439056000002,414.84728432000003,414.06148334,411.92365649999999,486.45024682000002,509.48960492999998,536.41276550292969,522.45753288269043,419.21318503000003,421.07904801000001
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,113.8599014,117.1011963,119.0468979,120.344902,115.66210169999999,620.33660889999999,529.09417719999999,510.71618652343744,509.03228759765619,88.216371210000005,68.959821149999996
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1044.5604301000001,998.89619575999996,974.30721031999997,1034.0458756,1071.5024033,1093.4125061,782.67271419999997,783.49862670000005,781.41250610351551,776.79850769042969,837.21902675599995,745.82690437999997
A24019EL2_4630_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,82476.415932000004,66455.981285999995,63443.746988999999,62574.011744000003,61693.313006999997,61554.860044000001,55383.339612000003,50575.429584999998,47830.146077156067,48405.418746948235,53847.429193799995,47449.883996999997
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,6519.1835938000004,5590.4697262,5569.4291377,5602.1876216999999,5653.1932066999998,5602.2988892000003,5803.7263180999998,5789.0427662000002,6089.981475830079,5922.279739379881,5610.3489680800003,5637.6288549999999
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,505.74389650000001,323.2365112,323.2365112,323.2365112,323.2365112,323.2365112,323.2365112,323.2365112,323.23651123046875,323.23651123046875,323.23651239999998,323.23651319999999
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,2320.419922,2374.0090329999998,2407.3959960000002,2431.2629390000002,2332.7810060000002,2662.4008789999998,2433.7590329999998,2336.7099609375,2331.83203125,1786.3273282,1394.5395249999999
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3512.7004683999999,3755.9388457999999,3661.5071271000002,4014.1723937000002,3577.5792845000001,4249.3900752,3612.9641115999998,3644.4485473999998,3635.0673217773442,3614.4854125976562,3229.3744864200003,2941.2860593
A24019EL2_4634_0000,24019,DORCHESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24019EM0_4322_0000,24019,DORCHESTER,Choptank,Eastern Shore of Chesapeake Bay,Agriculture,83441.389666999996,68490.25056,59416.505669999999,58592.121727999998,58080.256019,56632.914112999999,50854.105632999999,45650.336228,43104.545414924622,43628.924511432648,47904.269880600004,40229.446021000003
A24019EM0_4322_0000,24019,DORCHESTER,Choptank,Eastern Shore of Chesapeake Bay,Forest,2405.3978879000001,1636.8450697999999,1623.1807020000001,1602.7915879,1539.0970385000001,1562.5023957000001,1437.2433781,1582.8466332,1500.4857711791997,1477.4470176696777,1630.7708617800001,1635.8309683
A24019EM0_4322_0000,24019,DORCHESTER,Choptank,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1423.2349850000001,909.63299559999996,909.63299559999996,909.63299559999996,909.63299559999996,909.63299559999996,909.63299559999996,909.63299559999996,909.63299560546875,909.63299560546875,909.63299728000004,909.63299840000002
A24019EM0_4322_0000,24019,DORCHESTER,Choptank,Eastern Shore of Chesapeake Bay,Septic,0,4327.5078130000002,4531.466797,4645.9560549999997,4735.4760740000002,4574.2138670000004,5202.6372069999998,4645.673828,4654.43310546875,4810.6630859375,3344.7416650000005,2553.5915770000001
